,Lot,PPN,cote,titre,nom de fichier attendu v2,Nalaka (JP2),handle Nakala jp2,poids (MB),georef,handle_full_georef,handle geotiff,handle geotiff pdf,handle geotiff points,handle geotiff jp2,poids (MB).1,northlimit,southlimit,westlimit,eastlimit,group,Notes
2160,Lot 5,,07-06-02-198,Tiaret,B335222107_07_06_02_198_001.jp2,,11280/b2348cd4,113.6,,,11280/d0a5cb41,11280/aa21a875,11280/3ac81f30,11280/83685f8a,,,,,,,
2161,Lot 5,,07-06-02-212,Cap Milonia,B335222107_07_06_02_212_001.jp2,,11280/3b100096,106.5,,,11280/d04368d7,11280/72937120,11280/4e8f0961,11280/46ecdabd,,,,,,,
2162,Lot 5,,07-06-02-214,Nemours,B335222107_07_06_02_214_001.jp2,,11280/19ecf257,114.1,,,11280/d6cac03d,11280/dfbd1cd3,11280/9a091c43,11280/178bb868,,,,,,,
2163,Lot 5,,07-06-02-216,Pont De L'Isser,B335222107_07_06_02_216_001.jp2,,11280/827e1829,120.8,,,11280/a06e0598,11280/23521054,11280/764f5804,11280/003d3638,,,,,,,
2164,Lot 5,,07-06-02-218,Parmentier,B335222107_07_06_02_218_001.jp2,,11280/a3542f20,121.8,,,11280/4e517d4f,11280/72055ed7,11280/f9b38f04,11280/ab6efcbe,,,,,,,
2165,Lot 5,,07-06-02-221,Sidi Bel Abbès,B335222107_07_06_02_221_001.jp2,,11280/0977cd97,115.4,,,11280/4450ad90,11280/3c306783,11280/b92c7c22,11280/e5ba671a,,,,,,,
2166,Lot 5,,07-06-02-224,Mercier Lacombe,B335222107_07_06_02_224_001.jp2,,11280/7db30610,118.9,,,11280/21381f61,11280/a8ad1a7c,11280/805b0a9f,11280/d10aa37c,,,,,,,
2167,Lot 5,,07-06-02-227,Taria,B335222107_07_06_02_227_001.jp2,,11280/264f5695,117.7,,,11280/b0173023,11280/bd7dab83,11280/bba9c131,11280/943a1b81,,,,,,,
2168,Lot 5,,07-06-02-249,Nedroma,B335222107_07_06_02_249_001.jp2,,11280/6c8cccb6,120.5,,,11280/955db83d,11280/398ea350,11280/5d89a01c,11280/eab6c816,,,,,,,
2169,Lot 5,,07-06-02-252,Tlemcen,B335222107_07_06_02_252_001.jp2,,11280/88155b55,110.8,,,11280/70bdb625,11280/319400a7,11280/71481f3e,11280/bc5eda46,,,,,,,
2170,Lot 5,,07-06-02-253,Tlemcen,B335222107_07_06_02_253_001.jp2,,11280/050b730d,89.4,,,11280/2834bdc5,11280/1bd454c0,11280/5b197c90,11280/d9cf8f57,,,,,,,
2171,Lot 5,,07-06-02-256,Lamoricière,B335222107_07_06_02_256_001.jp2,,11280/ae608912,113.0,,,11280/1bca572a,11280/726f9c1b,11280/a5bf27b2,11280/8bd3eb96,,,,,,,
2172,Lot 5,,07-06-02-259,Chanzy,B335222107_07_06_02_259_001.jp2,,11280/802fd20e,116.9,,,11280/aaffb448,11280/7bac83b5,11280/d0ca394b,11280/74a615ee,,,,,,,
2173,Lot 5,,07-06-02-264,Martimprey,B335222107_07_06_02_264_001.jp2,,11280/35a917ba,118.9,,,11280/dd6f3431,11280/1ddf9a54,11280/2ff54660,11280/63e85de0,,,,,,,
2174,Lot 5,,07-06-02-276,Marnia,B335222107_07_06_02_276_001.jp2,,11280/8abde0db,110.0,,,11280/8d6b6d59,11280/93d4764c,11280/94daf55f,11280/0c57436e,,,,,,,
2175,Lot 5,,07-06-02-279,Terny,B335222107_07_06_02_279_001.jp2,,11280/a1a0ca9c,115.3,,,11280/8ebe1e58,11280/ff245ccc,11280/90836a38,11280/f82de1f5,,,,,,,
2176,Lot 5,,07-06-02-300,Ghar Rouban,B335222107_07_06_02_300_001.jp2,,11280/1af97aab,118.8,,,11280/1ad6de40,11280/40f18970,11280/0f9b59ca,11280/6747cd3c,,,,,,,
2177,Lot 5,,07-06-02-303,Sebdou,B335222107_07_06_02_303_001.jp2,,11280/28dbc485,114.3,,,11280/fe39846b,11280/df4d2673,11280/2e91281a,11280/21b92a5d,,,,,,,
2178,Lot 5,051618052,07-07-06-13,Régence de Tunis. Carte géologique,B335222107_07_07_06_13_001.jp2,,11280/c7e12d11,191.8,,,11280/a833e025,11280/7756dd40,11280/e0773b84,11280/24cce5bd,,,,,,,
2179,Lot 5,051618052,07-07-06-14,Régence de Tunis. Carte géologique,B335222107_07_07_06_14_001.jp2,,11280/1bacc12b,190.9,,,11280/d40ec89f,11280/226a0e47,11280/e1070de5,11280/d8903066,,,,,,,
2180,Lot 5,051618052,07-07-06-15,Régence de Tunis. Carte géologique,B335222107_07_07_06_15_001.jp2,,11280/9b78e09c,167.4,,,11280/af4db2b6,11280/7e94c9b7,11280/bb1577c5,11280/05c064f9,,,,,,,
2181,Lot 5,180019600,07-08-01-002,Kef Abbed,B335222107_07_08_01_002_001.jp2,,11280/491550d8,107.0,,,11280/867bcb3f,11280/88afd558,11280/33c7d49a,11280/3cbbc8ab,,,,,,,
2182,Lot 5,234015209,07-08-01-005,Bizerte,B335222107_07_08_01_005_001.jp2,,11280/4996b3c4,112.3,,,11280/3a5241a9,11280/28dc6c7c,11280/daf6eba9,11280/b9bb9281,,,,,,,
2183,Lot 5,189887982,07-08-01-006,Metline,B335222107_07_08_01_006_001.jp2,,11280/2a1e23eb,107.8,,,11280/9cd3409e,11280/053a03d8,11280/a84ebbe6,11280/3a737611,,,,,,,
2184,Lot 5,159331935,07-08-01-009,Cap Negro,B335222107_07_08_01_009_001.jp2,,11280/b5f8c2d1,101.3,,,11280/4368b67e,11280/ecfe23be,11280/1658287f,11280/7195d0a9,,,,,,,
2185,Lot 5,159343798,07-08-01-012,Oued Sedjenane,B335222107_07_08_01_012_001.jp2,,11280/3fa2556f,114.9,,,11280/595bf0c8,11280/acbb4ec5,11280/05bab67d,11280/55c69ad8,,,,,,,
2186,Lot 5,189756020,07-08-01-014,Djebel Ichkeul,B335222107_07_08_01_014_001.jp2,,11280/fe75429c,110.4,,,11280/27b477da,11280/94e8ef7e,11280/dd98e6ca,11280/da4ea2bb,,,,,,,
2187,Lot 5,189915862,07-08-01-015,Porto-Farina,B335222107_07_08_01_015_001.jp2,,11280/256e7c6c,110.2,,,11280/33ebc028,11280/73776ed0,11280/cbc3b158,11280/66076946,,,,,,,
2188,Lot 5,23402657X,07-08-01-016,Porto-Farina,B335222107_07_08_01_016_001.jp2,,11280/58301f4a,112.7,,,11280/7e38d2b8,11280/2f2f75b7,11280/54ad6470,11280/7dec8aab,,,,,,,
2189,Lot 5,189986611,07-08-01-020,Sidi Daoud,B335222107_07_08_01_020_001.jp2,,11280/dd91ef52,104.3,,,11280/445008f5,11280/e5ff9c8b,11280/f8a7f2ba,11280/ba523a92,,,,,,,
2190,Lot 5,189713917,07-08-01-023,Cap Bon,B335222107_07_08_01_023_001.jp2,,11280/ec427364,105.4,,,11280/91df5b80,11280/8bb08c22,11280/09aa07ec,11280/c7ba3989,,,,,,,
2191,Lot 5,159345421,07-08-01-026,Nefza,B335222107_07_08_01_026_001.jp2,,11280/0252ac2f,118.6,,,11280/547d74f4,11280/62c15110,11280/69570bb1,11280/5a3481a5,,,,,,,
2192,Lot 5,18000736X,07-08-01-027,Hedil,B335222107_07_08_01_027_001.jp2,,11280/8962d1c5,120.7,,,11280/023f17cf,11280/495162ab,11280/c59636ac,11280/d7989338,,,,,,,
2193,Lot 5,18986527X,07-08-01-030,Mateur,B335222107_07_08_01_030_001.jp2,,11280/4edc1c36,118.2,,,11280/f4d0929f,11280/934f00f1,11280/429b543f,11280/740fae9c,,,,,,,
2194,Lot 5,180010107,07-08-01-032,Ariana,B335222107_07_08_01_032_001.jp2,,11280/37a8dcbb,110.7,,,11280/0ad4e890,11280/6c8c9541,11280/a7bac249,11280/e54e98fb,,,,,,,
2195,Lot 5,052016463,07-08-01-033,El Ariana,B335222107_07_08_01_033_001.jp2,,11280/12696686,115.1,,,11280/676e7e66,11280/a52110b6,11280/373a35b3,11280/81a7fb01,,,,,,,
2196,Lot 5,189855142,07-08-01-035,La Marsa,B335222107_07_08_01_035_001.jp2,,11280/0cd14b2f,106.2,,,11280/77a0952b,11280/0313f7ff,11280/19dbb5bd,11280/b3c55d80,,,,,,,
2197,Lot 5,234104821,07-08-01-036,La Marsa,B335222107_07_08_01_036_001.jp2,,11280/bc821088,115.0,,,11280/387683d3,11280/5a18b2ff,11280/6160269b,11280/0ff48150,,,,,,,
2198,Lot 5,190008024,07-08-01-039,Tazoghrane,B335222107_07_08_01_039_001.jp2,,11280/a39ddaeb,113.9,,,11280/0277f687,11280/b4949b08,11280/07e6e0cf,11280/9c9307b7,,,,,,,
2199,Lot 5,189835745,07-08-01-042,Kelibia,B335222107_07_08_01_042_001.jp2,,11280/9293e1f4,105.9,,,11280/bec3e176,11280/d6ccd40d,11280/31d18a63,11280/f55cf15c,,,,,,,
2200,Lot 5,180008951,07-08-01-046,Béja,B335222107_07_08_01_046_001.jp2,,11280/b996bfec,110.5,,,11280/c0838385,11280/dd18978d,11280/af97afe5,11280/22937494,,,,,,,
2201,Lot 5,159487331,07-08-01-048,Tebourba,B335222107_07_08_01_048_001.jp2,,11280/7e978a6d,115.6,,,11280/1924abb7,11280/df1069ba,11280/c742f26d,11280/bea946c6,,,,,,,
2202,Lot 5,234150459,07-08-01-050,Tunis,B335222107_07_08_01_050_001.jp2,,11280/c79af5eb,99.0,,,11280/67db5276,11280/6744f2d3,11280/b0446a20,11280/19126f9c,,,,,,,
2203,Lot 5,059293578,07-08-01-051,Tunis,B335222107_07_08_01_051_001.jp2,,11280/6943d57f,88.5,,,11280/3663183b,11280/231336fe,11280/de834bea,11280/3ab8d911,,,,,,,
2204,Lot 5,159345669,07-08-01-052,La Goulette,B335222107_07_08_01_052_001.jp2,,11280/dec58c75,112.0,,,11280/27d1081f,11280/f36bdd6a,11280/3aca28f1,11280/9f050014,,,,,,,
2205,Lot 5,05201648X,07-08-01-053,La Goulette,B335222107_07_08_01_053_001.jp2,,11280/e7c278f1,110.5,,,11280/c1f722cc,11280/e6f775ad,11280/3fd33de5,11280/82c95d7d,,,,,,,
2206,Lot 5,234169141,07-08-01-054,La Goulette,B335222107_07_08_01_054_001.jp2,,11280/aaf0bc7d,113.0,,,11280/3cbe4d79,11280/4b6a26f2,11280/1f75c590,11280/f9a404e7,,,,,,,
2207,Lot 5,234171006,07-08-01-056,Mennzel Bou Zelfa,B335222107_07_08_01_056_001.jp2,,11280/be0adde9,115.3,,,11280/37d29329,11280/849bcf17,11280/b815619f,11280/317fffcd,,,,,,,
2208,Lot 5,234172738,07-08-01-058,Mennzel Heurr,B335222107_07_08_01_058_001.jp2,,11280/4164043b,96.0,,,11280/186b6885,11280/5e61c6f5,11280/0216dd4c,11280/88eaa16c,,,,,,,
2209,Lot 5,234196653,07-08-01-063,Oued-Zarga,B335222107_07_08_01_063_001.jp2,,11280/4fc21fe9,113.9,,,11280/f98d8617,11280/18ab56c7,11280/6cc679f9,11280/97f391ac,,,,,,,
2210,Lot 5,234199350,07-08-01-065,Medjez-el-Bab,B335222107_07_08_01_065_001.jp2,,11280/92fa0a4f,114.8,,,11280/cdffad86,11280/0464f427,11280/4b027f31,11280/4d535920,,,,,,,
2211,Lot 5,159487684,07-08-01-066,Oudna,B335222107_07_08_01_066_001.jp2,,11280/f54d1c92,117.7,,,11280/a016ac41,11280/3b9662e8,11280/bb5c3dbc,11280/98804cfa,,,,,,,
2212,Lot 5,159506662,07-08-01-067,Grombalia,B335222107_07_08_01_067_001.jp2,,11280/9c8a7c3e,120.1,,,11280/c729830b,11280/7f9d18be,11280/c3c7decf,11280/681148d7,,,,,,,
2213,Lot 5,189897724,07-08-01-069,Nabeul,B335222107_07_08_01_069_001.jp2,,11280/f518fe6c,111.8,,,11280/80893a2c,11280/ddfbf2d5,11280/2ccf71db,11280/d8e4427a,,,,,,,
2214,Lot 5,159510910,07-08-01-071,Ghardimaou,B335222107_07_08_01_071_001.jp2,,11280/50080657,112.5,,,11280/82b60780,11280/0651e849,11280/3c7a4320,11280/e3254d2d,,,,,,,
2215,Lot 5,180011294,07-08-01-073,Souk El Arba,B335222107_07_08_01_073_001.jp2,,11280/92e0fe2d,112.3,,,11280/b8c83e4e,11280/9d44ac2a,11280/2c1df49b,11280/ab2d9476,,,,,,,
2216,Lot 5,179465988,07-08-01-074,Teboursouk,B335222107_07_08_01_074_001.jp2,,11280/e2e79005,119.6,,,11280/cdfdf2d9,11280/082dc868,11280/8f545f57,11280/428250f1,,,,,,,
2217,Lot 5,159511658,07-08-01-076,Bou Arada,B335222107_07_08_01_076_001.jp2,,11280/16ec8cbb,111.5,,,11280/570043cb,11280/9901ffe7,11280/d608ea93,11280/f7125c12,,,,,,,
2218,Lot 5,180010794,07-08-01-078,Zaghouan,B335222107_07_08_01_078_001.jp2,,11280/a3a63565,107.5,,,11280/6b3cfe28,11280/afe1a656,11280/e743441e,11280/2fafb2b2,,,,,,,
2219,Lot 5,189710683,07-08-01-079,Bou Ficha,B335222107_07_08_01_079_001.jp2,,11280/c7cef894,116.9,,,11280/ea64bf60,11280/0829afbb,11280/237f4ec8,11280/b943b982,,,,,,,
2220,Lot 5,180017837,07-08-01-081,Hammamet,B335222107_07_08_01_081_001.jp2,,11280/76d65198,104.8,,,11280/61c9efc2,11280/c7279172,11280/3f523929,11280/7eaca251,,,,,,,
2221,Lot 5,159513758,07-08-01-083,Ouargha,B335222107_07_08_01_083_001.jp2,,11280/880daf1c,118.0,,,11280/2aedfd22,11280/2f90d9cc,11280/138fefe9,11280/debcce20,,,,,,,
2222,Lot 5,159518520,07-08-01-086,Nebeur,B335222107_07_08_01_086_001.jp2,,11280/f83103b5,122.1,,,11280/5fa19805,11280/34eb6291,11280/99974068,11280/413df8ff,,,,,,,
2223,Lot 5,180018949,07-08-01-089,Gafour,B335222107_07_08_01_089_001.jp2,,11280/036a2be7,112.4,,,11280/daf57485,11280/4c012bea,11280/d9391fca,11280/1b2a38fe,,,,,,,
2224,Lot 5,159518792,07-08-01-092,Djebel Mansour,B335222107_07_08_01_092_001.jp2,,11280/49fd9650,111.1,,,11280/ae9816ca,11280/7ee960d7,11280/bf5f0974,11280/311b5444,,,,,,,
2225,Lot 5,189723750,07-08-01-094,Djebel Fkirine,B335222107_07_08_01_094_001.jp2,,11280/f7fe5845,119.6,,,11280/12ebc259,11280/5f32f64f,11280/5f72dc15,11280/afd8510d,,,,,,,
2226,Lot 5,180007890,07-08-01-096,Enfidaville,B335222107_07_08_01_096_001.jp2,,11280/4ba21364,106.1,,,11280/274ce9eb,11280/331b0c10,11280/13f44d95,11280/801c396a,,,,,,,
2227,Lot 5,189782749,07-08-01-097,Enfida,B335222107_07_08_01_097_001.jp2,,11280/6fc5f87c,118.0,,,11280/10e83624,11280/4fd34d4e,11280/f29b74ce,11280/951c5d4d,,,,,,,
2228,Lot 5,159648483,07-08-01-100,Le Kef,B335222107_07_08_01_100_001.jp2,,11280/b5873ce2,114.7,,,11280/06f647a1,11280/2e9d0f6e,11280/7ac2e991,11280/3d990a34,,,,,,,
2229,Lot 5,18002017X,07-08-01-102,Les Salines,B335222107_07_08_01_102_001.jp2,,11280/468d5c92,114.0,,,11280/d260f4b3,11280/082d04cf,11280/76b75049,11280/852e9709,,,,,,,
2230,Lot 5,159648815,07-08-01-104,Siliana,B335222107_07_08_01_104_001.jp2,,11280/e5a35d8a,119.6,,,11280/cd8255c2,11280/47bdb886,11280/37f27e17,11280/b3847850,,,,,,,
2231,Lot 5,179421239,07-08-01-107,Djebel Bargou,B335222107_07_08_01_107_001.jp2,,11280/fab1d17e,119.9,,,11280/0639d0f2,11280/b5ca7e43,11280/d73425ae,11280/ba67d55f,,,,,,,
2232,Lot 5,189773413,07-08-01-109,Djebibina,B335222107_07_08_01_109_001.jp2,,11280/05591464,115.1,,,11280/c5f0872a,11280/017acf3d,11280/0a26c0ea,11280/7e9403ca,,,,,,,
2233,Lot 5,159711282,07-08-01-112,Sidi Bou Ali,B335222107_07_08_01_112_001.jp2,,11280/ae6787ab,103.4,,,11280/357252ec,11280/bd11a667,11280/1d7ff3cb,11280/94f77e92,,,,,,,
2234,Lot 5,189980796,07-08-01-113,Sidi Bou Ali,B335222107_07_08_01_113_001.jp2,,11280/812166c5,112.7,,,11280/3093d3a1,11280/ec7fbe10,11280/89f06bda,11280/63cedf4d,,,,,,,
2235,Lot 5,189819294,07-08-02-003,Halk El Mennzel,B335222107_07_08_02_003_001.jp2,,11280/10ad9741,106.8,,,11280/906557d1,11280/c160c339,11280/b64f8875,11280/94a506a4,,,,,,,
2236,Lot 5,18981893X,07-08-02-005,Halk El Mennzel,B335222107_07_08_02_005_001.jp2,,11280/7086dd03,115.4,,,11280/91d863ff,11280/f39dc715,11280/b2723e7a,11280/b8504f6b,,,,,,,
2237,Lot 5,234456582,07-08-02-008,Tedjerouine,B335222107_07_08_02_008_001.jp2,,11280/05118b84,110.7,,,11280/746cb98f,11280/2f998517,11280/cb21dc39,11280/10840365,,,,,,,
2238,Lot 5,159714141,07-08-02-011,Ebba Ksour,B335222107_07_08_02_011_001.jp2,,11280/ffaba1c8,111.0,,,11280/a3ad62cd,11280/82611ef8,11280/24803f0b,11280/ff3c058e,,,,,,,
2239,Lot 5,159715032,07-08-02-015,Maktar,B335222107_07_08_02_015_001.jp2,,11280/a387ca10,121.8,,,11280/48ee9012,11280/6b70366a,11280/8f7ef774,11280/0a11c85c,,,,,,,
2240,Lot 5,179460072,07-08-02-018,Djebel Serdj,B335222107_07_08_02_018_001.jp2,,11280/98673e70,118.1,,,11280/41fdba0b,11280/bcfb770b,11280/465a5e98,11280/62ef0c03,,,,,,,
2241,Lot 5,179425013,07-08-02-022,Aïne Djeloula,B335222107_07_08_02_022_001.jp2,,11280/ffed20a0,109.6,,,11280/bc45d948,11280/f88f8a81,11280/577ce72e,11280/df490202,,,,,,,
2242,Lot 5,159717604,07-08-02-026,Sebkra Kelbia,B335222107_07_08_02_026_001.jp2,,11280/9bb67148,114.4,,,11280/60eb1354,11280/521cb839,11280/53c8ffcb,11280/b6dce409,,,,,,,
2243,Lot 5,17942758X,07-08-02-030,Sousse,B335222107_07_08_02_030_001.jp2,,11280/2345c3ca,112.3,,,11280/6f526af0,11280/f2c45265,11280/c50ea8bb,11280/aed1eb4a,,,,,,,
2244,Lot 5,189996056,07-08-02-032,Sousse,B335222107_07_08_02_032_001.jp2,,11280/0c9a0799,121.5,,,11280/4cb11031,11280/3eb51444,11280/64440495,11280/2b98e21d,,,,,,,
2245,Lot 5,18001711X,07-08-02-034,Kalaat Es Senam,B335222107_07_08_02_034_001.jp2,,11280/ec4261e7,135.4,,,11280/1521beb5,11280/c46321d6,11280/e110cefe,11280/aa23aaf8,,,,,,,
2246,Lot 5,189692634,07-08-02-037,Aïn El Kseïba,B335222107_07_08_02_037_001.jp2,,11280/b6e52e81,112.0,,,11280/5cee4108,11280/c50bf2ca,11280/53f6a911,11280/576f5cea,,,,,,,
2247,Lot 5,159718481,07-08-02-039,Rohia - DJ. Barbrou,B335222107_07_08_02_039_001.jp2,,11280/892e82ea,115.3,,,11280/f76ec250,11280/3b6e56bb,11280/00f1b404,11280/eb0b8d9a,,,,,,,
2248,Lot 5,180014722,07-08-02-042,Pichon,B335222107_07_08_02_042_001.jp2,,11280/4bff93a1,117.9,,,11280/125bfee0,11280/9d0bbc9f,11280/4ecaf850,11280/782b436e,,,,,,,
2249,Lot 5,180021532,07-08-02-046,Kairouan,B335222107_07_08_02_046_001.jp2,,11280/61e3b8f7,112.7,,,11280/1a689900,11280/1bcb1b2d,11280/ee2f7fda,11280/96517545,,,,,,,
2250,Lot 5,159718848,07-08-02-049,Sidi El Hani,B335222107_07_08_02_049_001.jp2,,11280/f0f52538,111.1,,,11280/88be5f90,11280/1e87ade2,11280/e00158a3,11280/ecf34f38,,,,,,,
2251,Lot 5,179426680,07-08-02-052,Djemmal,B335222107_07_08_02_052_001.jp2,,11280/77a565ca,105.7,,,11280/67b407b3,11280/3379939c,11280/b0bff965,11280/47bf6355,,,,,,,
2252,Lot 5,159719062,07-08-02-055,Moknine,B335222107_07_08_02_055_001.jp2,,11280/b09357e2,103.2,,,11280/89dc8f00,11280/84e47884,11280/a549e1b7,11280/106e7e09,,,,,,,
2253,Lot 5,190010851,07-08-02-057,Thala,B335222107_07_08_02_057_001.jp2,,11280/1bef14dd,110.5,,,11280/9a9e2ab3,11280/8d9c68d6,11280/df7cf8fc,11280/6dd7bc48,,,,,,,
2254,Lot 5,159719313,07-08-02-059,Ksar Tlili,B335222107_07_08_02_059_001.jp2,,11280/dfcd2e55,117.5,,,11280/4d5c19f8,11280/c772e643,11280/32c97fc2,11280/f124ebae,,,,,,,
2255,Lot 5,159719518,07-08-02-062,Sbiba,B335222107_07_08_02_062_001.jp2,,11280/9efa1436,115.9,,,11280/e3e35bd7,11280/c74ab73a,11280/1aa76615,11280/679773ac,,,,,,,
2256,Lot 5,159738628,07-08-02-066,Djebel Trozza,B335222107_07_08_02_066_001.jp2,,11280/4d33fa24,117.9,,,11280/d8b1c3d6,11280/0c094c80,11280/23ade919,11280/690a7eb1,,,,,,,
2257,Lot 5,180015478,07-08-02-069,Pavillier,B335222107_07_08_02_069_001.jp2,,11280/fb9f53a1,102.3,,,11280/ed5fd167,11280/1a0f7ad8,11280/d664bb42,11280/8aad73d0,,,,,,,
2258,Lot 5,15973939X,07-08-02-071,Oued Cherita,B335222107_07_08_02_071_001.jp2,,11280/c3e8251c,102.5,,,11280/e894eb9a,11280/8bb07ddf,11280/81b897a5,11280/8f3224c1,,,,,,,
2259,Lot 5,159741890,07-08-02-073,Kerker,B335222107_07_08_02_073_001.jp2,,11280/3869ba6a,110.3,,,11280/b8cf417f,11280/62017903,11280/6753e74a,11280/3cb8e12f,,,,,,,
2260,Lot 5,189721782,07-08-02-077,Djebel Bireno,B335222107_07_08_02_077_001.jp2,,11280/867528ef,108.2,,,11280/4f60a48f,11280/532ff273,11280/42d2bb77,11280/faf7738c,,,,,,,
2261,Lot 5,179460579,07-08-02-079,Djebel Semmama,B335222107_07_08_02_079_001.jp2,,11280/e4f54242,111.8,,,11280/70a1e6fc,11280/17a38998,11280/4b89cbc3,11280/8f9423dc,,,,,,,
2262,Lot 5,159743397,07-08-02-081,Djebel Mrhila,B335222107_07_08_02_081_001.jp2,,11280/a97dc3f1,117.9,,,11280/b46dee4e,11280/f23a0f9d,11280/d0c731fb,11280/4068b0d8,,,,,,,
2263,Lot 5,180008552,07-08-02-083,Hadjeb El Aïoun,B335222107_07_08_02_083_001.jp2,,11280/5ced56c7,112.8,,,11280/80b26ee8,11280/d0b01e1e,11280/26ff95e7,11280/a0a427ed,,,,,,,
2264,Lot 5,189897937,07-08-02-086,Nasr Allah,B335222107_07_08_02_086_001.jp2,,11280/ab8ef519,114.6,,,11280/2aff2573,11280/1332aa7c,11280/ef0bef05,11280/ed953376,,,,,,,
2265,Lot 5,18002065X,07-08-02-089,Chorbane,B335222107_07_08_02_089_001.jp2,,11280/cbf29a8d,117.7,,,11280/d3eaa95f,11280/bd169409,11280/43834305,11280/76aab151,,,,,,,
2266,Lot 5,15974458X,07-08-02-091,El Djem,B335222107_07_08_02_091_001.jp2,,11280/2ce5d41a,101.2,,,11280/bdd30348,11280/30dacd16,11280/9fcdcc67,11280/c60c44ca,,,,,,,
2267,Lot 5,18002082X,07-08-02-093,Chebba,B335222107_07_08_02_093_001.jp2,,11280/1f160538,115.8,,,11280/d1e17784,11280/22ac49af,11280/8d30006a,11280/bed68658,226.1,,,,,,
2268,Lot 5,234753803,07-08-02-096,Bou Chebkra,B335222107_07_08_02_096_001.jp2,,11280/0ce56596,114.7,,,11280/037b177f,11280/b93a48a1,11280/563489ff,11280/372e27bd,,,,,,,
2269,Lot 5,189832657,07-08-02-099,Kasserine,B335222107_07_08_02_099_001.jp2,,11280/fb2d5513,118.0,,,11280/38743123,11280/f70dc896,11280/b18f4a94,11280/4359db56,,,,,,,
2270,Lot 5,189768878,07-08-02-110,Djebeniana,B335222107_07_08_02_110_001.jp2,,11280/73772809,110.2,,,11280/2573578a,11280/8af0b738,11280/32759f78,11280/304829e5,,,,,,,
2271,Lot 5,179459171,07-08-02-145,Toujane,B335222107_07_08_02_145_001.jp2,,11280/6597daa9,121.0,,,11280/18aa65fd,11280/3345570c,11280/f8807f71,11280/8bb3442e,,,,,,,
2272,Lot 5,180058355,07-08-02-146,Mareth,B335222107_07_08_02_146_001.jp2,,11280/8b43b027,116.7,,,11280/763d1540,11280/959cb8b3,11280/5745201e,11280/402ecf96,,,,,,,
2273,Lot 5,233972838,07-09-01-01,Tiznit,B335222107_07_09_01_01_001.jp2,,11280/6067a5b9,79.0,,,11280/1b298afa,11280/0807c6d8,11280/434d36e0,11280/84fe8e8f,,,,,,,
2274,Lot 5,189989920,07-09-01-02,Tata,B335222107_07_09_01_02_001.jp2,,11280/c7470517,106.6,,,11280/ac20c598,11280/52c33943,11280/8e11de63,11280/8336d33c,,,,,,,
2275,Lot 5,189905417,07-09-01-03,Agadir,B335222107_07_09_01_03_001.jp2,,11280/5d8a9a43,73.0,,,11280/6cba8354,11280/4584a147,11280/d4fb10d0,11280/9c4c20a8,,,,,,,
2276,Lot 5,233966781,07-09-01-04,Marrakech,B335222107_07_09_01_04_001.jp2,,11280/b6301eef,101.2,,,11280/b86eba81,11280/d83f7f0a,11280/62e1c017,11280/1ba453fb,,,,,,,
2277,Lot 5,189985127,07-09-01-05,Tabelbala,B335222107_07_09_01_05_001.jp2,,11280/c7b5f99d,102.4,,,11280/f2f51628,11280/38331ac5,11280/73eeeaea,11280/f427418c,,,,,,,
2278,Lot 5,074994956,07-09-01-06,Kerzaz,B335222107_07_09_01_06_001.jp2,,11280/2e21dde1,105.8,,,11280/dc89750a,11280/0525f3e1,11280/68ac6f17,11280/80fb82b9,,,,,,,
2279,Lot 5,155801368,07-09-01-09,Boudenib,B335222107_07_09_01_09_001.jp2,,11280/0c3c1bfb,98.2,,,11280/e40dc980,11280/7fe7711f,11280/60356e29,11280/41ec297e,,,,,,,
2280,Lot 5,049458450,07-09-01-10,Colomb-Bechar,B335222107_07_09_01_10_001.jp2,,11280/980efc30,114.2,,,11280/105067b3,11280/535db93b,11280/dae7e455,11280/96660a8f,,,,,,,
2281,Lot 5,155765779,07-09-01-13,Timimoun,B335222107_07_09_01_13_001.jp2,,11280/a76e6500,99.8,,,11280/768df705,11280/f543e3f6,11280/f7540eef,11280/f2ad4f3a,,,,,,,
2282,Lot 5,049458515,07-09-01-15,Hassi Inifel,B335222107_07_09_01_15_001.jp2,,11280/0dcf2f8c,108.2,,,11280/ed417330,11280/c3ed674d,11280/ec5601ba,11280/c277fd3b,,,,,,,
2283,Lot 5,155766120,07-09-01-17,El Goléa,B335222107_07_09_01_17_001.jp2,,11280/330a1b4c,105.1,,,11280/48d28d72,11280/36bc457a,11280/c992263b,11280/732fb829,,,,,,,
2284,Lot 5,07013507X,07-09-01-19,Ouargla,B335222107_07_09_01_19_001.jp2,,11280/07b7670d,120.0,,,11280/698dafe4,11280/4e87531a,11280/44667c85,11280/b742bab5,,,,,,,
2285,Lot 5,070141029,07-09-01-22,Fort Flatters,B335222107_07_09_01_22_001.jp2,,11280/5dae5424,139.9,,,11280/2cf30cb2,11280/aad185c6,11280/3cee73f4,11280/089fce89,,,,,,,
2286,Lot 5,049458493,07-09-01-24,Fort Lallemand,B335222107_07_09_01_24_001.jp2,,11280/09f71b83,106.5,,,11280/ca399a45,11280/f6890791,11280/6c395a07,11280/a6321e34,,,,,,,
2287,Lot 5,123804124,07-09-01-27,Rhadamès,B335222107_07_09_01_27_001.jp2,,11280/4d94331b,102.8,,,11280/a60e4ef2,11280/40bb7404,11280/a9b9a387,11280/4b763b64,,,,,,,
